date,Usage_kWh,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,month,time_of_day,machine_downtime,Usage_kWh_categorical,year,day
2018-07-16 11:00:00,66.6,49.28,0.0,0.03,80.39,100.0,39600,Weekday,Monday,7,Morning,Uptime,High,2018,16
2018-07-16 13:45:00,52.13,37.08,0.0,0.02,81.49,100.0,49500,Weekday,Monday,7,Afternoon,Uptime,High,2018,16
2018-07-16 15:45:00,59.76,28.19,0.0,0.03,90.44,100.0,56700,Weekday,Monday,7,Afternoon,Uptime,High,2018,16
2018-07-16 20:30:00,49.46,17.93,0.0,0.02,94.01,100.0,73800,Weekday,Monday,7,Evening,Uptime,High,2018,16
2018-07-16 22:00:00,3.82,0.0,16.24,0.0,100.0,22.9,79200,Weekday,Monday,7,Evening,Downtime,Low,2018,16
2018-07-17 03:30:00,2.92,4.36,1.01,0.0,55.65,94.51,12600,Weekday,Tuesday,7,Night,Uptime,Low,2018,17
2018-07-17 10:30:00,52.2,38.77,0.0,0.02,80.28,100.0,37800,Weekday,Tuesday,7,Morning,Uptime,High,2018,17
2018-07-17 11:45:00,54.72,55.58,0.0,0.03,70.16,100.0,42300,Weekday,Tuesday,7,Morning,Uptime,High,2018,17
2018-07-17 20:45:00,36.47,6.26,2.88,0.02,98.56,99.69,74700,Weekday,Tuesday,7,Evening,Uptime,High,2018,17
2018-07-17 22:30:00,3.67,0.0,3.78,0.0,100.0,69.66,81000,Weekday,Tuesday,7,Evening,Downtime,Low,2018,17
2018-07-18 11:15:00,51.34,45.79,0.0,0.02,74.63,100.0,40500,Weekday,Wednesday,7,Morning,Uptime,High,2018,18
2018-07-18 12:45:00,29.16,5.98,0.0,0.01,97.96,100.0,45900,Weekday,Wednesday,7,Afternoon,Uptime,High,2018,18
2018-07-18 16:45:00,61.99,30.53,0.0,0.03,89.71,100.0,60300,Weekday,Wednesday,7,Afternoon,Uptime,High,2018,18
2018-07-19 00:30:00,2.84,0.0,4.9,0.0,100.0,50.15,1800,Weekday,Thursday,7,Night,Downtime,Low,2018,19
2018-07-19 08:30:00,52.81,53.21,0.0,0.02,70.44,100.0,30600,Weekday,Thursday,7,Morning,Uptime,High,2018,19
2018-07-19 11:30:00,88.81,66.49,0.0,0.04,80.05,100.0,41400,Weekday,Thursday,7,Morning,Uptime,High,2018,19
2018-07-19 11:45:00,100.3,77.58,0.0,0.05,79.1,100.0,42300,Weekday,Thursday,7,Morning,Uptime,High,2018,19
2018-07-19 15:30:00,79.38,30.46,0.0,0.04,93.36,100.0,55800,Weekday,Thursday,7,Afternoon,Uptime,High,2018,19
2018-07-19 18:15:00,55.76,21.82,1.69,0.03,93.12,99.95,65700,Weekday,Thursday,7,Evening,Uptime,High,2018,19
2018-07-19 20:15:00,52.38,25.78,0.0,0.02,89.72,100.0,72900,Weekday,Thursday,7,Evening,Uptime,High,2018,19
2018-07-19 20:45:00,63.22,33.98,0.0,0.03,88.08,100.0,74700,Weekday,Thursday,7,Evening,Uptime,High,2018,19
2018-07-19 22:15:00,11.84,0.0,13.07,0.01,100.0,67.14,80100,Weekday,Thursday,7,Evening,Downtime,Low,2018,19
2018-07-20 00:00:00,3.6,0.0,4.64,0.0,100.0,61.3,0,Weekday,Friday,7,,Downtime,Low,2018,20
2018-07-20 02:00:00,2.88,0.0,4.57,0.0,100.0,53.32,7200,Weekday,Friday,7,Night,Downtime,Low,2018,20
2018-07-20 12:30:00,5.33,0.0,11.45,0.0,100.0,42.2,45000,Weekday,Friday,7,Afternoon,Downtime,Low,2018,20
2018-07-20 12:45:00,4.39,0.0,7.7,0.0,100.0,49.53,45900,Weekday,Friday,7,Afternoon,Downtime,Low,2018,20
2018-07-20 15:15:00,62.71,35.21,0.0,0.03,87.2,100.0,54900,Weekday,Friday,7,Afternoon,Uptime,High,2018,20
2018-07-20 17:15:00,68.26,41.72,0.0,0.03,85.33,100.0,62100,Weekday,Friday,7,Afternoon,Uptime,High,2018,20
2018-07-20 20:00:00,97.67,36.11,0.0,0.04,93.79,100.0,72000,Weekday,Friday,7,Evening,Uptime,High,2018,20
2018-07-20 22:15:00,3.96,0.0,13.68,0.0,100.0,27.81,80100,Weekday,Friday,7,Evening,Downtime,Low,2018,20
2018-07-20 23:30:00,3.1,0.0,4.28,0.0,100.0,58.66,84600,Weekday,Friday,7,Evening,Downtime,Low,2018,20
2018-07-21 01:00:00,3.06,0.0,4.61,0.0,100.0,55.3,3600,Weekend,Saturday,7,Night,Downtime,Low,2018,21
2018-07-21 05:45:00,3.71,6.01,0.0,0.0,52.53,100.0,20700,Weekend,Saturday,7,Night,Uptime,Low,2018,21
2018-07-21 07:00:00,3.28,5.76,0.0,0.0,49.48,100.0,25200,Weekend,Saturday,7,Morning,Uptime,Low,2018,21
2018-07-21 12:00:00,10.87,9.9,0.0,0.0,73.93,100.0,43200,Weekend,Saturday,7,Morning,Uptime,Low,2018,21
2018-07-21 20:15:00,2.92,0.0,17.35,0.0,100.0,16.6,72900,Weekend,Saturday,7,Evening,Downtime,Low,2018,21
2018-07-21 20:30:00,2.99,0.0,17.32,0.0,100.0,17.01,73800,Weekend,Saturday,7,Evening,Downtime,Low,2018,21
2018-07-22 00:45:00,2.81,0.0,5.15,0.0,100.0,47.9,2700,Weekend,Sunday,7,Night,Downtime,Low,2018,22
2018-07-22 01:00:00,2.92,0.0,5.04,0.0,100.0,50.13,3600,Weekend,Sunday,7,Night,Downtime,Low,2018,22
2018-07-22 04:45:00,2.92,4.86,0.0,0.0,51.5,100.0,17100,Weekend,Sunday,7,Night,Uptime,Low,2018,22
2018-07-22 11:15:00,2.81,3.38,1.51,0.0,63.93,88.09,40500,Weekend,Sunday,7,Morning,Uptime,Low,2018,22
2018-07-22 15:30:00,2.95,0.0,16.99,0.0,100.0,17.11,55800,Weekend,Sunday,7,Afternoon,Downtime,Low,2018,22
2018-07-23 13:30:00,66.53,49.57,0.0,0.03,80.19,100.0,48600,Weekday,Monday,7,Afternoon,Uptime,High,2018,23
2018-07-23 22:15:00,3.85,0.0,13.43,0.0,100.0,27.56,80100,Weekday,Monday,7,Evening,Downtime,Low,2018,23
2018-07-24 08:45:00,94.61,65.88,0.0,0.04,82.06,100.0,31500,Weekday,Tuesday,7,Morning,Uptime,High,2018,24
2018-07-24 12:30:00,5.65,0.0,9.54,0.0,100.0,50.96,45000,Weekday,Tuesday,7,Afternoon,Downtime,Low,2018,24
2018-07-24 18:00:00,30.28,0.0,8.17,0.01,100.0,96.55,64800,Weekday,Tuesday,7,Afternoon,Downtime,High,2018,24
2018-07-24 18:30:00,56.16,35.82,0.0,0.03,84.31,100.0,66600,Weekday,Tuesday,7,Evening,Uptime,High,2018,24
2018-07-24 19:15:00,46.91,13.82,0.0,0.02,95.92,100.0,69300,Weekday,Tuesday,7,Evening,Uptime,High,2018,24
2018-07-25 01:45:00,2.99,4.54,0.0,0.0,55.0,100.0,6300,Weekday,Wednesday,7,Night,Uptime,Low,2018,25
2018-07-25 03:30:00,3.31,4.21,0.0,0.0,61.81,100.0,12600,Weekday,Wednesday,7,Night,Uptime,Low,2018,25
2018-07-25 04:00:00,3.35,4.28,0.0,0.0,61.64,100.0,14400,Weekday,Wednesday,7,Night,Uptime,Low,2018,25
2018-07-25 06:15:00,3.78,4.75,0.0,0.0,62.27,100.0,22500,Weekday,Wednesday,7,Morning,Uptime,Low,2018,25
2018-07-25 08:15:00,17.75,18.76,0.0,0.01,68.73,100.0,29700,Weekday,Wednesday,7,Morning,Uptime,Low,2018,25
2018-07-25 14:45:00,56.88,23.65,0.0,0.03,92.34,100.0,53100,Weekday,Wednesday,7,Afternoon,Uptime,High,2018,25
2018-07-25 17:45:00,29.84,0.0,7.99,0.01,100.0,96.6,63900,Weekday,Wednesday,7,Afternoon,Downtime,High,2018,25
2018-07-25 22:45:00,3.24,3.82,0.0,0.0,64.68,100.0,81900,Weekday,Wednesday,7,Evening,Uptime,Low,2018,25
2018-07-26 01:00:00,2.63,4.32,0.0,0.0,52.0,100.0,3600,Weekday,Thursday,7,Night,Uptime,Low,2018,26
2018-07-26 03:15:00,3.42,3.89,0.0,0.0,66.03,100.0,11700,Weekday,Thursday,7,Night,Uptime,Low,2018,26
2018-07-26 05:45:00,3.1,4.36,0.0,0.0,57.95,100.0,20700,Weekday,Thursday,7,Night,Uptime,Low,2018,26
2018-07-26 06:00:00,3.1,4.25,0.0,0.0,58.93,100.0,21600,Weekday,Thursday,7,Night,Uptime,Low,2018,26
2018-07-26 15:15:00,48.96,11.95,0.0,0.02,97.15,100.0,54900,Weekday,Thursday,7,Afternoon,Uptime,High,2018,26
2018-07-26 21:15:00,6.12,0.0,23.62,0.0,100.0,25.08,76500,Weekday,Thursday,7,Evening,Downtime,Low,2018,26
2018-07-26 22:30:00,4.46,8.03,0.0,0.0,48.56,100.0,81000,Weekday,Thursday,7,Evening,Uptime,Low,2018,26
2018-07-27 09:00:00,46.8,16.34,0.0,0.02,94.41,100.0,32400,Weekday,Friday,7,Morning,Uptime,High,2018,27
2018-07-27 16:45:00,48.24,13.28,0.0,0.02,96.41,100.0,60300,Weekday,Friday,7,Afternoon,Uptime,High,2018,27
2018-07-27 18:15:00,29.52,11.23,2.2,0.01,93.47,99.72,65700,Weekday,Friday,7,Evening,Uptime,High,2018,27
2018-07-27 18:45:00,52.85,28.12,0.0,0.02,88.28,100.0,67500,Weekday,Friday,7,Evening,Uptime,High,2018,27
2018-07-27 20:30:00,40.14,6.77,0.25,0.02,98.61,100.0,73800,Weekday,Friday,7,Evening,Uptime,High,2018,27
2018-07-27 23:00:00,2.92,5.26,0.0,0.0,48.54,100.0,82800,Weekday,Friday,7,Evening,Uptime,Low,2018,27
2018-07-28 10:30:00,39.38,9.68,0.0,0.02,97.11,100.0,37800,Weekend,Saturday,7,Morning,Uptime,High,2018,28
2018-07-28 15:45:00,44.57,13.39,0.0,0.02,95.77,100.0,56700,Weekend,Saturday,7,Afternoon,Uptime,High,2018,28
2018-07-28 17:15:00,11.23,0.0,17.5,0.01,100.0,54.01,62100,Weekend,Saturday,7,Afternoon,Downtime,Low,2018,28
2018-07-29 00:30:00,2.66,4.1,0.0,0.0,54.43,100.0,1800,Weekend,Sunday,7,Night,Uptime,Low,2018,29
2018-07-29 01:00:00,3.06,4.43,0.0,0.0,56.83,100.0,3600,Weekend,Sunday,7,Night,Uptime,Low,2018,29
2018-07-29 06:45:00,2.88,5.0,0.0,0.0,49.91,100.0,24300,Weekend,Sunday,7,Morning,Uptime,Low,2018,29
2018-07-29 10:45:00,32.15,1.58,1.62,0.01,99.88,99.87,38700,Weekend,Sunday,7,Morning,Uptime,High,2018,29
2018-07-29 12:45:00,3.49,0.0,15.91,0.0,100.0,21.43,45900,Weekend,Sunday,7,Afternoon,Downtime,Low,2018,29
2018-07-29 21:00:00,3.02,0.0,16.42,0.0,100.0,18.09,75600,Weekend,Sunday,7,Evening,Downtime,Low,2018,29
2018-07-30 04:15:00,2.7,4.82,0.0,0.0,48.87,100.0,15300,Weekday,Monday,7,Night,Uptime,Low,2018,30
2018-07-30 04:30:00,2.74,4.82,0.0,0.0,49.42,100.0,16200,Weekday,Monday,7,Night,Uptime,Low,2018,30
2018-07-30 07:45:00,3.78,4.43,0.0,0.0,64.91,100.0,27900,Weekday,Monday,7,Morning,Uptime,Low,2018,30
2018-07-30 10:45:00,48.28,21.28,0.0,0.02,91.51,100.0,38700,Weekday,Monday,7,Morning,Uptime,High,2018,30
2018-07-30 11:15:00,44.28,29.38,0.0,0.02,83.33,100.0,40500,Weekday,Monday,7,Morning,Uptime,High,2018,30
2018-07-30 13:45:00,66.85,42.73,0.0,0.03,84.26,100.0,49500,Weekday,Monday,7,Afternoon,Uptime,High,2018,30
2018-07-30 14:00:00,53.06,34.49,0.0,0.02,83.84,100.0,50400,Weekday,Monday,7,Afternoon,Uptime,High,2018,30
2018-07-30 15:45:00,83.77,47.99,0.0,0.04,86.77,100.0,56700,Weekday,Monday,7,Afternoon,Uptime,High,2018,30
2018-07-30 18:15:00,51.95,19.08,2.41,0.02,93.87,99.89,65700,Weekday,Monday,7,Evening,Uptime,High,2018,30
2018-07-30 18:30:00,54.83,27.11,0.0,0.03,89.64,100.0,66600,Weekday,Monday,7,Evening,Uptime,High,2018,30
2018-07-30 19:00:00,75.35,16.88,0.25,0.03,97.58,100.0,68400,Weekday,Monday,7,Evening,Uptime,High,2018,30
2018-07-30 20:00:00,57.85,6.98,0.76,0.03,99.28,99.99,72000,Weekday,Monday,7,Evening,Uptime,High,2018,30
2018-07-30 20:30:00,85.75,23.76,0.29,0.04,96.37,100.0,73800,Weekday,Monday,7,Evening,Uptime,High,2018,30
2018-07-31 02:00:00,2.95,4.68,0.0,0.0,53.32,100.0,7200,Weekday,Tuesday,7,Night,Uptime,Low,2018,31
2018-07-31 10:30:00,63.86,21.6,0.0,0.03,94.73,100.0,37800,Weekday,Tuesday,7,Morning,Uptime,High,2018,31
2018-07-31 12:00:00,58.1,34.6,0.68,0.03,85.92,99.99,43200,Weekday,Tuesday,7,Morning,Uptime,High,2018,31
2018-07-31 13:00:00,6.19,0.0,24.62,0.0,100.0,24.38,46800,Weekday,Tuesday,7,Afternoon,Downtime,Low,2018,31
2018-07-31 17:15:00,10.8,0.0,21.67,0.0,100.0,44.61,62100,Weekday,Tuesday,7,Afternoon,Downtime,Low,2018,31
2018-07-31 21:00:00,2.95,0.0,16.7,0.0,100.0,17.4,75600,Weekday,Tuesday,7,Evening,Downtime,Low,2018,31
2018-08-01 04:00:00,2.7,4.72,0.0,0.0,49.65,100.0,14400,Weekday,Wednesday,8,Night,Uptime,Low,2018,1
2018-08-01 06:45:00,2.66,4.79,0.0,0.0,48.55,100.0,24300,Weekday,Wednesday,8,Morning,Uptime,Low,2018,1
2018-08-01 09:15:00,2.77,0.0,17.46,0.0,100.0,15.67,33300,Weekday,Wednesday,8,Morning,Downtime,Low,2018,1
2018-08-01 09:45:00,2.74,0.0,17.53,0.0,100.0,15.44,35100,Weekday,Wednesday,8,Morning,Downtime,Low,2018,1
2018-08-01 12:15:00,2.77,0.0,10.98,0.0,100.0,24.46,44100,Weekday,Wednesday,8,Afternoon,Downtime,Low,2018,1
2018-08-01 14:30:00,2.66,0.0,17.75,0.0,100.0,14.82,52200,Weekday,Wednesday,8,Afternoon,Downtime,Low,2018,1
2018-08-01 21:45:00,2.88,0.0,16.85,0.0,100.0,16.85,78300,Weekday,Wednesday,8,Evening,Downtime,Low,2018,1
2018-08-01 22:30:00,3.24,4.93,0.0,0.0,54.92,100.0,81000,Weekday,Wednesday,8,Evening,Uptime,Low,2018,1
2018-08-01 23:30:00,2.66,4.25,0.0,0.0,53.05,100.0,84600,Weekday,Wednesday,8,Evening,Uptime,Low,2018,1
2018-08-02 00:30:00,2.63,4.5,0.0,0.0,50.46,100.0,1800,Weekday,Thursday,8,Night,Uptime,Low,2018,2
2018-08-02 05:45:00,2.7,5.04,0.0,0.0,47.22,100.0,20700,Weekday,Thursday,8,Night,Uptime,Low,2018,2
2018-08-02 12:45:00,2.88,0.0,16.88,0.0,100.0,16.82,45900,Weekday,Thursday,8,Afternoon,Downtime,Low,2018,2
2018-08-02 15:30:00,2.88,0.0,16.6,0.0,100.0,17.09,55800,Weekday,Thursday,8,Afternoon,Downtime,Low,2018,2
2018-08-03 04:30:00,2.84,5.87,0.0,0.0,43.55,100.0,16200,Weekday,Friday,8,Night,Uptime,Low,2018,3
2018-08-03 05:30:00,2.88,6.44,0.0,0.0,40.82,100.0,19800,Weekday,Friday,8,Night,Uptime,Low,2018,3
2018-08-03 07:45:00,3.31,6.8,0.0,0.0,43.77,100.0,27900,Weekday,Friday,8,Morning,Uptime,Low,2018,3
2018-08-03 12:30:00,2.99,0.0,16.09,0.0,100.0,18.27,45000,Weekday,Friday,8,Afternoon,Downtime,Low,2018,3
2018-08-03 13:30:00,3.2,0.0,16.13,0.0,100.0,19.46,48600,Weekday,Friday,8,Afternoon,Downtime,Low,2018,3
2018-08-03 16:15:00,2.95,0.0,16.24,0.0,100.0,17.87,58500,Weekday,Friday,8,Afternoon,Downtime,Low,2018,3
2018-08-03 18:30:00,2.77,0.0,4.25,0.0,100.0,54.6,66600,Weekday,Friday,8,Evening,Downtime,Low,2018,3
2018-08-03 19:45:00,2.92,0.0,16.42,0.0,100.0,17.51,71100,Weekday,Friday,8,Evening,Downtime,Low,2018,3
2018-08-03 22:30:00,2.81,5.54,0.0,0.0,45.24,100.0,81000,Weekday,Friday,8,Evening,Uptime,Low,2018,3
2018-08-04 07:15:00,2.77,5.94,0.0,0.0,42.26,100.0,26100,Weekend,Saturday,8,Morning,Uptime,Low,2018,4
2018-08-04 07:30:00,2.77,5.9,0.0,0.0,42.5,100.0,27000,Weekend,Saturday,8,Morning,Uptime,Low,2018,4
2018-08-04 10:30:00,2.74,0.0,17.39,0.0,100.0,15.56,37800,Weekend,Saturday,8,Morning,Downtime,Low,2018,4
2018-08-04 18:15:00,2.66,0.0,7.85,0.0,100.0,32.09,65700,Weekend,Saturday,8,Evening,Downtime,Low,2018,4
2018-08-04 19:45:00,2.84,0.0,16.81,0.0,100.0,16.66,71100,Weekend,Saturday,8,Evening,Downtime,Low,2018,4
2018-08-04 20:00:00,3.2,0.0,17.17,0.0,100.0,18.32,72000,Weekend,Saturday,8,Evening,Downtime,Low,2018,4
2018-08-05 01:45:00,2.81,5.33,0.0,0.0,46.64,100.0,6300,Weekend,Sunday,8,Night,Uptime,Low,2018,5
2018-08-05 07:00:00,2.77,5.72,0.0,0.0,43.58,100.0,25200,Weekend,Sunday,8,Morning,Uptime,Low,2018,5
2018-08-05 16:00:00,3.17,0.0,15.95,0.0,100.0,19.49,57600,Weekend,Sunday,8,Afternoon,Downtime,Low,2018,5
2018-08-05 16:30:00,3.49,0.0,15.73,0.0,100.0,21.66,59400,Weekend,Sunday,8,Afternoon,Downtime,Low,2018,5
2018-08-05 18:00:00,3.1,0.0,16.31,0.0,100.0,18.67,64800,Weekend,Sunday,8,Afternoon,Downtime,Low,2018,5
2018-08-05 21:15:00,3.13,0.0,16.31,0.0,100.0,18.85,76500,Weekend,Sunday,8,Evening,Downtime,Low,2018,5
2018-08-06 03:00:00,2.59,4.64,0.0,0.0,48.74,100.0,10800,Weekday,Monday,8,Night,Uptime,Low,2018,6
2018-08-06 22:00:00,3.96,0.0,15.3,0.0,100.0,25.06,79200,Weekday,Monday,8,Evening,Downtime,Low,2018,6
2018-08-07 06:15:00,3.17,5.08,0.0,0.0,52.94,100.0,22500,Weekday,Tuesday,8,Morning,Uptime,Low,2018,7
2018-08-07 09:30:00,58.46,18.47,0.0,0.03,95.35,100.0,34200,Weekday,Tuesday,8,Morning,Uptime,High,2018,7
2018-08-07 16:45:00,47.92,25.16,0.0,0.02,88.54,100.0,60300,Weekday,Tuesday,8,Afternoon,Uptime,High,2018,7
2018-08-07 17:15:00,72.25,32.47,0.0,0.03,91.21,100.0,62100,Weekday,Tuesday,8,Afternoon,Uptime,High,2018,7
2018-08-07 17:45:00,30.31,0.07,5.69,0.01,100.0,98.28,63900,Weekday,Tuesday,8,Afternoon,Uptime,High,2018,7
2018-08-07 19:00:00,49.68,20.52,0.0,0.02,92.43,100.0,68400,Weekday,Tuesday,8,Evening,Uptime,High,2018,7
2018-08-08 10:30:00,90.61,46.19,0.0,0.04,89.09,100.0,37800,Weekday,Wednesday,8,Morning,Uptime,High,2018,8
2018-08-08 13:15:00,44.42,22.9,6.08,0.02,88.88,99.08,47700,Weekday,Wednesday,8,Afternoon,Uptime,High,2018,8
2018-08-08 14:45:00,115.67,57.56,0.0,0.05,89.53,100.0,53100,Weekday,Wednesday,8,Afternoon,Uptime,High,2018,8
2018-08-08 16:30:00,60.73,27.76,0.0,0.03,90.95,100.0,59400,Weekday,Wednesday,8,Afternoon,Uptime,High,2018,8
2018-08-09 04:00:00,2.77,5.22,0.0,0.0,46.87,100.0,14400,Weekday,Thursday,8,Night,Uptime,Low,2018,9
2018-08-09 04:45:00,2.81,5.44,0.0,0.0,45.89,100.0,17100,Weekday,Thursday,8,Night,Uptime,Low,2018,9
2018-08-09 08:15:00,64.87,52.09,0.0,0.03,77.97,100.0,29700,Weekday,Thursday,8,Morning,Uptime,High,2018,9
2018-08-09 08:45:00,109.98,87.7,0.0,0.05,78.19,100.0,31500,Weekday,Thursday,8,Morning,Uptime,High,2018,9
2018-08-09 11:15:00,126.29,80.46,0.0,0.06,84.34,100.0,40500,Weekday,Thursday,8,Morning,Uptime,High,2018,9
2018-08-09 18:00:00,31.43,0.14,4.93,0.01,100.0,98.79,64800,Weekday,Thursday,8,Afternoon,Uptime,High,2018,9
2018-08-09 20:15:00,50.36,17.75,0.0,0.02,94.31,100.0,72900,Weekday,Thursday,8,Evening,Uptime,High,2018,9
2018-08-09 23:45:00,2.63,4.32,0.0,0.0,52.0,100.0,85500,Weekday,Thursday,8,Evening,Uptime,Low,2018,9
2018-08-10 01:45:00,2.74,4.79,0.0,0.0,49.65,100.0,6300,Weekday,Friday,8,Night,Uptime,Low,2018,10
2018-08-10 14:45:00,91.84,33.73,0.0,0.04,93.87,100.0,53100,Weekday,Friday,8,Afternoon,Uptime,High,2018,10
2018-08-10 15:00:00,89.35,29.34,0.0,0.04,95.01,100.0,54000,Weekday,Friday,8,Afternoon,Uptime,High,2018,10
2018-08-10 18:00:00,29.81,0.07,5.8,0.01,100.0,98.16,64800,Weekday,Friday,8,Afternoon,Uptime,High,2018,10
2018-08-10 18:30:00,79.96,43.38,0.0,0.04,87.9,100.0,66600,Weekday,Friday,8,Evening,Uptime,High,2018,10
2018-08-10 21:00:00,64.8,23.26,3.24,0.03,94.12,99.88,75600,Weekday,Friday,8,Evening,Uptime,High,2018,10
2018-08-11 02:45:00,2.66,4.97,0.0,0.0,47.19,100.0,9900,Weekend,Saturday,8,Night,Uptime,Low,2018,11
2018-08-11 11:45:00,103.82,50.76,0.0,0.05,89.84,100.0,42300,Weekend,Saturday,8,Morning,Uptime,High,2018,11
2018-08-11 14:15:00,89.32,33.7,0.0,0.04,93.56,100.0,51300,Weekend,Saturday,8,Afternoon,Uptime,High,2018,11
2018-08-11 15:30:00,71.64,24.84,0.0,0.03,94.48,100.0,55800,Weekend,Saturday,8,Afternoon,Uptime,High,2018,11
2018-08-11 17:00:00,15.55,0.72,15.3,0.01,99.89,71.28,61200,Weekend,Saturday,8,Afternoon,Uptime,Low,2018,11
2018-08-11 17:15:00,5.62,0.0,24.23,0.0,100.0,22.59,62100,Weekend,Saturday,8,Afternoon,Downtime,Low,2018,11
2018-08-11 19:15:00,3.06,0.0,14.69,0.0,100.0,20.39,69300,Weekend,Saturday,8,Evening,Downtime,Low,2018,11
2018-08-11 20:15:00,3.1,0.0,14.76,0.0,100.0,20.55,72900,Weekend,Saturday,8,Evening,Downtime,Low,2018,11
2018-08-11 20:45:00,3.1,0.0,14.58,0.0,100.0,20.8,74700,Weekend,Saturday,8,Evening,Downtime,Low,2018,11
2018-08-12 00:45:00,2.74,5.26,0.0,0.0,46.2,100.0,2700,Weekend,Sunday,8,Night,Uptime,Low,2018,12
2018-08-12 01:45:00,2.74,5.11,0.0,0.0,47.26,100.0,6300,Weekend,Sunday,8,Night,Uptime,Low,2018,12
2018-08-12 06:15:00,2.77,5.54,0.0,0.0,44.72,100.0,22500,Weekend,Sunday,8,Morning,Uptime,Low,2018,12
2018-08-12 06:45:00,3.17,5.15,0.0,0.0,52.42,100.0,24300,Weekend,Sunday,8,Morning,Uptime,Low,2018,12
2018-08-12 20:00:00,3.06,0.0,14.87,0.0,100.0,20.16,72000,Weekend,Sunday,8,Evening,Downtime,Low,2018,12
2018-08-12 22:00:00,3.13,0.0,13.68,0.0,100.0,22.3,79200,Weekend,Sunday,8,Evening,Downtime,Low,2018,12
2018-08-12 22:15:00,2.99,1.12,3.74,0.0,93.65,62.44,80100,Weekend,Sunday,8,Evening,Uptime,Low,2018,12
2018-08-13 02:45:00,2.84,5.65,0.0,0.0,44.91,100.0,9900,Weekday,Monday,8,Night,Uptime,Low,2018,13
2018-08-13 05:30:00,2.7,5.36,0.0,0.0,44.99,100.0,19800,Weekday,Monday,8,Night,Uptime,Low,2018,13
2018-08-13 09:30:00,110.2,50.44,0.0,0.05,90.93,100.0,34200,Weekday,Monday,8,Morning,Uptime,High,2018,13
2018-08-13 15:15:00,57.56,36.68,0.0,0.03,84.33,100.0,54900,Weekday,Monday,8,Afternoon,Uptime,High,2018,13
2018-08-13 15:30:00,57.64,34.52,0.0,0.03,85.79,100.0,55800,Weekday,Monday,8,Afternoon,Uptime,High,2018,13
2018-08-13 20:00:00,83.63,38.95,0.0,0.04,90.65,100.0,72000,Weekday,Monday,8,Evening,Uptime,High,2018,13
2018-08-13 23:00:00,3.67,6.41,0.0,0.0,49.69,100.0,82800,Weekday,Monday,8,Evening,Uptime,Low,2018,13
2018-08-14 05:30:00,2.92,6.05,0.0,0.0,43.47,100.0,19800,Weekday,Tuesday,8,Night,Uptime,Low,2018,14
2018-08-14 10:30:00,91.8,47.88,0.0,0.04,88.66,100.0,37800,Weekday,Tuesday,8,Morning,Uptime,High,2018,14
2018-08-14 19:00:00,108.36,42.59,0.0,0.05,93.07,100.0,68400,Weekday,Tuesday,8,Evening,Uptime,High,2018,14
2018-08-14 22:00:00,3.85,0.0,14.29,0.0,100.0,26.01,79200,Weekday,Tuesday,8,Evening,Downtime,Low,2018,14
2018-08-14 23:00:00,2.77,5.08,0.0,0.0,47.87,100.0,82800,Weekday,Tuesday,8,Evening,Uptime,Low,2018,14
2018-08-15 03:00:00,2.81,4.36,0.0,0.0,54.17,100.0,10800,Weekday,Wednesday,8,Night,Uptime,Low,2018,15
2018-08-15 06:45:00,3.06,4.32,0.0,0.0,57.8,100.0,24300,Weekday,Wednesday,8,Morning,Uptime,Low,2018,15
2018-08-15 11:45:00,69.7,42.7,0.0,0.03,85.27,100.0,42300,Weekday,Wednesday,8,Morning,Uptime,High,2018,15
2018-08-15 18:45:00,2.99,0.0,9.36,0.0,100.0,30.43,67500,Weekday,Wednesday,8,Evening,Downtime,Low,2018,15
2018-08-15 19:15:00,3.17,0.0,14.18,0.0,100.0,21.82,69300,Weekday,Wednesday,8,Evening,Downtime,Low,2018,15
2018-08-15 20:15:00,3.17,0.0,14.44,0.0,100.0,21.44,72900,Weekday,Wednesday,8,Evening,Downtime,Low,2018,15
2018-08-15 21:15:00,3.2,0.0,14.22,0.0,100.0,21.95,76500,Weekday,Wednesday,8,Evening,Downtime,Low,2018,15
2018-08-15 22:30:00,3.1,5.65,0.0,0.0,48.1,100.0,81000,Weekday,Wednesday,8,Evening,Uptime,Low,2018,15
2018-08-16 01:00:00,2.66,4.93,0.0,0.0,47.48,100.0,3600,Weekday,Thursday,8,Night,Uptime,Low,2018,16
2018-08-16 02:00:00,2.63,4.64,0.0,0.0,49.31,100.0,7200,Weekday,Thursday,8,Night,Uptime,Low,2018,16
2018-08-16 14:15:00,51.44,25.09,0.0,0.02,89.88,100.0,51300,Weekday,Thursday,8,Afternoon,Uptime,High,2018,16
2018-08-16 17:15:00,55.22,41.72,0.0,0.03,79.79,100.0,62100,Weekday,Thursday,8,Afternoon,Uptime,High,2018,16
2018-08-17 03:00:00,3.28,5.22,0.0,0.0,53.2,100.0,10800,Weekday,Friday,8,Night,Uptime,Low,2018,17
2018-08-17 03:30:00,2.77,5.54,0.0,0.0,44.72,100.0,12600,Weekday,Friday,8,Night,Uptime,Low,2018,17
2018-08-17 04:30:00,3.46,6.16,0.0,0.0,48.97,100.0,16200,Weekday,Friday,8,Night,Uptime,Low,2018,17
